"id","name_en","public","active","short_description_en","description_en","organization_id","north_star","north_star_2","north_star_3","continent","country","Latitude","Longitude","iso alpha","main_kpi_unit_en","main_kpi_unit_es","main_kpi_unit_fr","secundary_kpi_unit_en","secundary_kpi_unit_es","secundary_kpi_unit_fr","target_kpi","reason_1_en","reason_1_es","reason_1_fr","reason_2_en","reason_2_es","reason_2_fr","reason_3_en","reason_3_es","reason_3_fr","reason_4_en","reason_4_es","reason_4_fr","reason_5_en","reason_5_es","reason_5_fr","reason_6_en","reason_6_es","reason_6_fr","sdg_1","sdg_2","sdg_3","sdg_4","sdg_5","sdg_6","media_1","media_2","media_3","media_4","media_5","media_6","media_7","media_8","media_9","media_10","creation_date"
"53","Support the education of young people from disadvantaged areas","False","True","Télémaque, which supports secondary school students and apprentices through a comprehensive mentoring programme, has set up additional support for the sponsored chil experiencing educational difficulties. This consists of support courses in the necessary subjects.","France is one of the most unequal countries in the OECD in terms of education. It takes an average of six generations for the descendants of modest families to reach the average income, which puts France in second place before Hungary (OECD 2018).<br><br>However, social determinism is not a fatality, and appropriate support can change the lines.<br><br>For more than 15 years, Télémaque has been fighting for equal opportunities by promoting the educational success of young people from disadvantaged areas through comprehensive and personalised support. The sponsored child benefit from double mentoring, educational activities and financial aid.<br><br>The health crisis has made the situation of young people experiencing difficulties at school even worse. Distance learning, insecurity, an unfavourable working environment, feelings of isolation and psychological fragility have only aggravated the educational breakdowns.<br><br>To compensate for this worsening of the situation, Télémaque has set up a programme of support courses in the subjects that are lacking for the godchildren who are experiencing difficulties.","Télémaque","education","inclusiveness","","europe","France","46","2","FRA","hours of support","horas de apoyo","heures de soutien","per hour of support","por hora de apoyo","par heure de soutien","3125","A unique and innovative school/business double mentoring programme.","Un programa único e innovador de doble tutoría escuela/empresa.","Un programme unique et innovant de double-mentorat école/entreprise.","The programme is currently deployed in 7 regions and plans to open branches in other regions as well as a social franchise model for the association","El programa está desplegado actualmente en 7 regiones y tiene previsto abrir sucursales en otras regiones, así como un modelo de franquicia social para la asociación","Le programme est actuellement déployé dans 7 régions et prévoit des ouvertures d’antennes dans d’autres régions ainsi qu’un modèle de franchise sociale de l’association","An effective way to fight social determinism and encourage equal opportunities","Una forma eficaz de luchar contra el determinismo social y fomentar la igualdad de oportunidades","Un moyen efficace de lutter contre le déterminisme social et d'encourager l’égalité des chances","A project that is fully rooted in reality and designed to meet the needs of pupils with learning difficulties","Un proyecto totalmente arraigado en la realidad y diseñado para satisfacer las necesidades de los alumnos con dificultades de aprendizaje","Un projet totalement ancré dans la réalité et conçu pour répondre aux besoins des élèves en difficultés scolaires","An effective project: to date, 1,213 young people have been supported.","Un proyecto eficaz: hasta la fecha, se ha apoyado a 1.213 jóvenes.","Un projet efficace : à date, 1 213 jeunes sont accompagnés.","","","","education","inequalities","","","","","","","","","","","","","","",""
"54","Supporting young people leaving the Children's Social Aid system","False","True","For young people protected by the Children’s Social Aid system, coming of age means the end of their care and thus constitutes a period of vulnerability often characterised by precariousness and exclusion. La Touline supports them in all areas of access to autonomy and pays particular attention to their emotional well-being.","Under child protection, children and adolescents who cannot be maintained in their families are cared for by the Children’s Social Aid System. Coming of age means the end of care for them. The transition to adulthood, a period of vulnerability for all young people, is even more so for those leaving child protection care. Emotionally and materially deprived, these young people find themselves in situations of precariousness and exclusion. To give just one figure, 40% of homeless people come out of the Child Welfare system.<br><br>The mission of La Touline is to accompany these young people through this difficult transition and to aim for their long-term reintegration.La Touline provides a space for dialogue and encounters that encourage them to become more human. It provides them with personal support in the various areas of access to autonomy and adult life (health, housing, training, work, emotional life, etc.). This support is provided in close collaboration with the mainstream networks and a network of private partners.<br><br>La Touline capitalises on the link, the human relationship created with these young people, to invent and build with them a personalised and punctual support. The objective is to enable these young people to feel that they can ""count on and count for"".","Apprentis d'Auteuil","education","inclusiveness","","europe","France","46","2","FRA","hours of support","horas de acompañamiento","heures d’accompagnement","per hour of support","por hora de acompañamiento","par heure d’accompagnement dispensée à un jeune","100","La Touline is the first project of its kind in France, it focuses on young people aged 18-25, who constitute the ""blind spot"" of public policies.","Primer proyecto de este tipo en Francia, La Touline se centra en los jóvenes de 18 a 25 años, que constituyen el ""punto ciego"" de las políticas públicas.","Premier projet de ce type en France, La Touline s’intéresse aux jeunes de 18-25 ans qui constituent “angle mort” des politiques publiques.","La Touline offers flexible and agile support involving different types of interlocutors.","La Touline ofrece un apoyo flexible y ágil que implica a diferentes tipos de interlocutores.","La Touline propose un accompagnement souple et agile qui fait intervenir différents types d’interlocuteurs.","The project has already proved its worth: real positive changes have been observed in the trajectories of the young people accompanied.","El proyecto ya ha demostrado su eficacia: se han observado cambios positivos reales en las trayectorias de los jóvenes acompañados.","Le projet a dores et déjà fait ses preuves : de réelles évolutions positives ont été constatées dans les trajectoires des jeunes accompagnés","The project has already been implemented in 15 cities and is set to expand","El proyecto ya se ha implantado en 15 ciudades y está previsto que se amplíe","Déjà implanté dans 15 villes, le projet a vocation à s’essaimer","The project pays particular attention to social ties and self-esteem, which are essential for successful reintegration","El proyecto presta especial atención a los vínculos sociales y la autoestima, que son esenciales para el éxito de la reintegración","Le projet accorde une attention particulière au lien social et à l’estime de soi, indispensable pour assurer une réinsertion réussie","","","","poverty","hunger","health","education","inequalities","","","","","","","","","","","",""
"56","Upcycle plastic waste and support refugees","True","True","Our planet is drowning in plastic. 80% of all the plastic ever produced has ended up in the natural environment, especially in our oceans. The environmental impact of plastic pollution threatens marine ecosystems and contributes to global warming. Octop’us supports the collection and upcycling of plastic waste from rivers and oceans, while raising awareness about plastic pollution in France and abroad.","Thanks to Octop’us activities the world is a cleaner place! <b>Octop’us collects and upcycle plastic waste; plastic is reconditioned and turned into objects</b> such as furniture (chairs, tables, etc.). Plastic is collected from voluntary drop-off points strategically placed in schools, universities, companies and the streets of Strasbourg.<br><br>The collected waste is then directly transformed in their Fablab, based in the Port du Rhin district. Concerned about the need to find alternatives to waste recycling, Octop'us promotes their transformation in short circuit and with LowTech methods, using little energy to valorize the plastic material. <b>Refugees and asylum seekers are invited to be part of the upcycling activities as a way to foster their integration.</b><br><br>The association is part of the Precious Plastic community which grants them access to LowTech machines and training on plastic waste upcycling. By placing bins all over the city, they aim at also <b>raising awareness about plastic pollution and making citizens actors of the ecological transition</b>, including those in very precarious or excluded situations.","Octop'us","zero_waste","","","europe","France","46","2","FRA","kilograms of plastic waste transformed into 100% recycled objects by people in professional integration","kilogramos de plástico transformados en objetos 100% reciclados por personas en proceso de inserción profesional","kilogrammes de déchets sauvage transformé en objet 100% recyclé localement par des personnes en insertion professionnelle","per kilogram of plastic waste upcycled","por kilogramo de plástico reacondicionado","par kilogramme de déchets transformé","500","Innovative LowTech devices allow an efficient reconditioning of plastic waste.","Los innovadores dispositivos LowTech permiten un reacondicionamiento eficaz de los residuos plásticos.","Des dispositifs LowTech innovants permettent un reconditionnement efficace des déchets plastiques.","Octop’us LowTech machines are open source. Their plans are freely downloadable.","Los planos de las máquinas LowTech de Octop'us son accesibles al público, permitiendo la escalabilidad del proyecto.","Les machines LowTech d'Octop’us sont en open source. Leurs plans sont librement téléchargeables.","The project empowers citizens to be active agents of changes.","El proyecto capacita a los ciudadanos para que sean agentes activos de la transformación ecológica.","Le projet permet aux citoyens d'être des acteurs du changement.","Octop’us raise awareness about a major global issue: plastic pollution.","Octop'us sensibiliza sobre un importante problema mundial: la contaminación por plástico.","Octop'us sensibilise à un problème mondial majeur : la pollution plastique.","Beyond preserving the environment, Octop’us fosters the reception and integration of refugee people.","Más allá de la preservación del medio ambiente, Octop'us fomenta la acogida e integración de personas refugiadas.","Au-delà de la préservation de l'environnement, Octop'us favorise l'accueil et l'intégration des personnes réfugiées.","","","","water","inequalities","consumption","","","","","","","","","","","","","",""
"57","Provide drinking water access to vulnerable communities","True","True","Sierra Leone is a largely rural country where households typically use wood fuel on inefficient three-stone fires to purify their drinking, cleaning, and washing water. This process results in the release of greenhouse gas emissions from the combustion of wood – however, these emissions can be avoided by using efficient borehole technology that does not require fuel to supply clean water.","Donating to this project means <b>avoiding CO2 emissions while improving the access to clean water</b> of communities in Kono, Sierra Leone.<br><br>This carbon offset project is <b>restoring 57 wells in cooperation with the local population</b>. Damaged wells are repaired and regularly maintained, which secures the regional water supply. The availability of clean drinking water eliminates the need to boil water, saving an average of <b>10,000 tonnes of CO2 emissions per year</b>.<br><br>The project does not only contribute to climate action but also <b>impacts gender equality</b>. Girls and women are particularly affected by poor water conditions due to the responsibility of household water supply. Providing clean water through boreholes reduces their time spent collecting water and firewood, which can now be used for education or additional income.","NooS Global","carbon_offset","health","","africa","Sierra Leone","8.5","-11.5","SLE","tons of CO2 offset","toneladas de CO2 compensadas","tonnes de CO2 compensées ","per ton of CO2 offset","por tonelada compensada de CO2","par tonne de CO2 compensée","1000","Impact generated in different areas such as carbon offset, health and livelihoods.","El impacto se genera en diferentes áreas: compensación de carbono, salud e ingresos sostenibles.","Impact généré dans différents domaines : compensation carbone, santé, égalité des genres.","Project certified by one the top-carbon offset certification label.","Proyecto certificado por una de las principales etiquetas de compensación de carbono.","Le projet est certifié par le label de certification de compensation carbone le plus élevé.","Involving the community and addressing their needs guarantee a sustainable implementation.","La participación de la comunidad y la atención a sus necesidades garantizan una ejecución sostenible.","Le projet implique les communautés et répond à leurs besoins garantissant une mise en œuvre durable.","The project fosters gender equality.","El proyecto fomenta la igualdad de género.","Le projet agit en faveur de l’égalité des sexes.","Groundwater wells prevent women from walking long distances to find drinking water.","Los pozos de agua subterránea evitan que las mujeres tengan que recorrer largas distancias para encontrar agua potable.","Les puits évitent aux femmes de parcourir de longues distances pour trouver de l’eau potable.","","","","health","gender","clean","climate","","","","","","","","","","","","",""
"58","Support the digitalization of quality education for vulnerable students","True","True","10 percent of school pupils are leaving school without passing any exams in France, especially those coming from poor areas. These students often face social stigma, fewer job opportunities, and lower salaries. Thanks to the work of the 2nd Chance Schools (E2C) network , they learn in demand skills to thrive in their professional careers.","For young people aged 16 to 25 who have dropped out of the school system, the Second Chance Schools (E2C) offers an <b>intensive program (7 months on average), which combines work-study support, training, and resocialization</b>.<br><br>This project supports the <b>strengthening of online tools</b> such as Open Distance Learning (E2C online classroom) to grant students access to <b>high quality training</b>. Although face-to-face presence in E2Cs is of particular importance to guarantee a personalized experience, the health crisis has accelerated reflections around the digitization of courses.<br><br>The platform has been developed to offer <b>individualized educational courses</b> following the quality guidelines of classroom courses. Students are also instructed in ""learning how to learn"" independently to guarantee a successful experience.<br><br>Beyond acquiring relevant hard skills in subjects such as computer sciences, <b>students regain self-confidence through mentorship sessions</b>. A series of internships help them discover professions and define their professional choice.<br><br><b>For every 5 euros donated through NooS, one student gets a ""token"" to access the online platform.<b>","Réseau E2C France","inclusiveness","education","","europe","France","46","2","FRA","vulnerable students getting qualified to successfully integrate the job market","estudiantes cualificados para integrarse con éxito en el mercado laboral","étudiants vulnérables qualifiés pour intégrer le marché du travail avec succès","per student","por estudiante","par étudiant","4000","E2C’s scalable approach guarantees access to training to young people living far from main cities.","La escalabilidad del proyecto garantiza el acceso a formación a jóvenes que viven lejos de las principales ciudades.","L’approche essaimable d'E2C garantit l'accès à la formation aux jeunes vivant loin des grandes villes.","Thanks to digitalization and innovative methodologies,  a greater volume of students get access to quality training.","Gracias a la digitalización y a las metodologías innovadoras, un mayor volumen de estudiantes accede a una formación de calidad.","Grâce à la digitalisation et aux méthodologies innovantes, un plus grand volume d'étudiants accède à une formation de qualité.","E2C’s staff are also trained in digital skills.","El personal de E2C también recibe formación en competencias digitales.","Le personnel de l'E2C est également formé aux compétences numériques.","Successful partnerships with companies grant students access to practical experience.","Las alianzas con empresas garantizan a los estudiantes el acceso a la experiencia práctica.","Des partenariats fructueux avec des entreprises permettent aux étudiants d'accéder à une expérience pratique.","The association boosts the potential of young people with difficult backgrounds.","La asociación impulsa el potencial de los jóvenes provenientes de entornos difíciles.","L'association stimule le potentiel des jeunes issus de milieux difficiles.","E2C fights growing socio-economic inequalities through literacy and access to employment.","E2C lucha contra las crecientes desigualdades socioeconómicas mediante la alfabetización y el acceso al empleo.","L'E2C lutte contre les inégalités socio-économiques croissantes par l'alphabétisation et l'accès à l'emploi.","poverty","education","economy","inequalities","","","","","","","","","","","","",""
"59","Contribute to the professional insertion of disadvantaged women","True","True","India has one of the highest rates of extreme poverty in the world: more than 20% of the population lives below the threshold of $1.90 per day and 30% of young adults are neither in school nor employed. Since 2009, LP4Y supports young people in rural areas facing extreme poverty. Beneficiaries get access to employability training in LP4Y’s training centers: the Green Villages.","Life Project 4 Youth (LP4Y) specializes in helping young adults (17 to 24 years old) who are victims of exclusion and extreme poverty to find employment. The Green Village in West Bengal aims to <b>accompany young women towards their sustainable integration</b> through experiential learning and the development of their professional projects.<br><br>The West Bengal Green Village exclusively welcomes women, including young mothers, who come from different rural areas of the region or from the slums of Kolkata. For 3 months, <b>they manage the Green Village engaging in micro-economic activities and, thus, acquire essential skills adapted to the business world</b> (adaptability, professional behavior, teamwork, project management...).<br><br>Through the development of local partnerships and the organization of professional exposure activities with business actors, these young women create links with the world of decent employment for the first time. <b>Women get empowered, develop environmental and civic awareness</b> and can integrate themselves in a sustainable way socially and professionally, improving their living conditions and those of their entourage.<br><br><b>Thanks to donations collected through NooS, 193 women will get their basic needs met throughout the participation in the program</b> (accomodation, hygiene products, food, etc.).","Life Project 4 Youth","inclusiveness","","","asia","India","20","77","IND","young women accompanied on their way to professional integration","mujeres jóvenes acompañas en su camino a la inserción laboral","jeunes femmes accompagnées sur le chemin de l’intégration professionnelle","per woman","por mujer","par femme","193","Results are sustainable thanks to their ""learning by doing"" methodology.","Los resultados son sostenibles gracias a su metodología de ""aprender haciendo"".","Les résultats sont durables grâce à leur méthodologie d'""apprentissage par la pratique"".","In 12 years, LP4Y has developed 23 training centers in 7 countries, confirming the scalability of its entrepreneurship training model.","En 12 años, LP4Y ha desarrollado 23 centros de formación en 7 países, lo que confirma la escalabilidad de su modelo de formación empresarial.","En 12 ans, LP4Y a développé 23 centres de formation dans 7 pays, confirmant le potentiel de transformation vers un modèle entrepreneuriale.","The project not only positively impacts the lives of these women but also their communities.","El proyecto no sólo tiene un impacto positivo en la vida de estas mujeres, sino también en sus comunidades.","Le projet a non seulement un impact positif sur la vie de ces femmes, mais aussi sur celle de leurs communautés.","Results are impactful. 1131 young people graduated from the Professional Training for Entrepreneurs in 2021.","Los resultados son impactantes. 1131 jóvenes se graduaron en la Formación Profesional para Emprendedores en 2021.","Les résultats sont probants. 1131 jeunes ont été diplômés de la formation professionnelle pour entrepreneurs en 2021.","LP4Y contributed to bridging the growing economic and gender inequality gap in India.","LP4Y contribuye a reducir la creciente brecha económica y de género en la India.","LP4Y a contribué à combler les inégalités économiques croissantes entre les sexes en Inde.","","","","poverty","gender","economy","inequalities","","","","","","","","","","","","",""
"37","Train refugee people in low-tech development","True","False","The island of Lesbos hosted until September 2020 the largest refugee camp in Europe. Despite its closure, thousands of refugees are still waiting for a response to their asylum applications, in precarious conditions. EKO! seeks to improve the living conditions of refugees. The association empowers refugee people through the construction of low-tech systems that help them meet their immediate needs while contributing to the environment. ","The Low-tech with Refugees program contributes to improving the resilience and autonomy of exiled people, while contributing to the ecological transition of the territory. The program is implemented by EKO! in the island of Lesbos in Greece and in the cities of Marseille and Briançon in France.<br><br>In Greece, refugee people living in Lesbos-based camps meet at EKO!’s makerspace where they get access to training on low-technologies systems (LTS). Low-technologies are simple technical solutions that meet essential needs (i.e. energy production and conservation). They are accessible and respectful of the environment as renewable or recycled materials are used. For instance, refugees learn how to make wood-saving cookstoves, power-banks, windmills, among other devices that improve their daily lives. <b>Horizontal learning through 'doing' is the key</b>.<br><br>Through the program, EKO! supports refugee people in the <b>development of life-changing skills that will enable a better professional integration</b>, especially in green jobs. The makerspace is also a place where social interaction and learning help to lessen the burden of their difficult living situation.","Eko!","education","zero_waste","","europe","Greece","39","22","GRC","hours of quality training for refugee people","horas de formación de calidad para personas refugiadas","heures de formation de qualité pour des réfugiés","per hour session per person","por hora de formación por personat","par heure de formation par personne","1500","The project promotes social inclusion while simultaneously contributing to fight pollution.","El proyecto fomenta la inclusión social y, al mismo tiempo, contribuye a luchar contra la contaminación.","Le projet promeut l’inclusion sociale tout en contribuant à la lutte contre la pollution. ","Being and doing with others at the makerspace enriches diversity of people and ideas. ","Estar y hacer con otros en el makerspace enriquece la diversidad de personas e ideas. ","Être et faire avec l’autre, vers une diversité enrichissante de personnes et d’idées.","Scalability: the low-tech approach explored by Low-tech & Réfugiés has been adopted by other actors in the solidarity sector. ","Escalabilidad: el enfoque de baja tecnología explorado por Low-tech & Refugees está siendo adoptado por otros actores del sector de la solidaridad. ","Reproductibilité: la démarche low-tech, explorée par Low-tech & Réfugiés est reprise par d’autres acteurs du secteur de la solidarité.","The training strengthens self-confidence through the development of soft and hard skills","La formación refuerza la autoconfianza mediante el desarrollo de competencias personales y profesionales. ","La formation renforce la confiance en soi à travers le développement des compétences à la fois personnelles et professionnelles ","Since its launch, the program has impacted more than 6,500 direct beneficiaries and has allowed the manufacturing of more than 5,800 low-tech systems.","Desde su puesta en marcha, el programa ha repercutido en más de 6.500 beneficiarios directos y ha permitido la fabricación de más de 5.800 sistemas de baja tecnología.","Depuis le lancement, le projet a impacté plus de 6500 bénéficiaires directs et a permis la fabrication de plus de 5800 systèmes low-tech. ","","","","poverty","education","economy","cities","inequalities","","","","","","","","","","","",""
"55","Foster integration through sustainable fashion training","True","True","The French fashion industry imports 97% of its resources. The textile industry has lost 90% of its workforce. In the face of increasing dependency risks as well as the environmental impact of mass import and the social impact of exploitative work, the upcycling sewing course trains unemployed people in sustainable fashion.","<b>The future of fashion goes hand in hand with an ecological and social transition</b> towards a more Sustainable, Accountable, Innovative and Circular fashion industry. Today, the carbon impact of a product made in France is 50% less than that of a product made in China.<br><br>With the aim of building a self-sufficient French textile industry and avoiding mass import, Fashion Green Hub <b>trains unemployed people in industrial sewing</b> - focusing particularly on sustainability and reusing materials - and supports them in their job search.<br><br>The training programme is called “Couture Upcycling” and is delivered in small groups of 6 people. In 60 days, participants learn to master the transformation of clothes, household linen in overstock into simple objects. The course takes place at the Plateau Fertile’s studio in Roubaix, in the City’s Priority District. The 60 days are divided into 30 days of training and 30 days of coached internship in a running garment factory. The participants learn how to dismantle, cut and tailor (laptop sleeves, bags, cases, etc). Following this training, <b>participants are supported in their job search within the Fashion Green Hub network</b> or in integrating further professional training.","Fashion Green Hub","education","inclusiveness","zero_waste","europe","France","46","2","FRA","hours of quality training in sustainable fashion for unemployed people","horas de formación en moda sostenible para personas desempleadas","heures d’éducation de formation à la mode durable dispensée à des personnes éloignées de l’emploi","per training hour per person","por hora de formación por persona","par heure de formation par personne","1263","This short upcycling training course for people excluded from the labour market is the first of its kind in the Hauts-de-France region.","Esta formación en reciclaje para personas desempleadas es la primera de este tipo en Francia.","Cette formation à l’upcycling courte, professionnalisante, à destination des personnes éloignées de l’emploi est la première de ce genre dans les Hauts de France.","It is an innovative project supporting the fashion industry in its sustainable transformation.","Es un proyecto innovador que acompaña al ecosistema de la moda en su transformación sostenible.","Il s’agit d’un projet innovant accompagnant l’écosystème de la mode dans sa transformation.","The upcycle training is due to be extended to other areas.","Los cursos de formación de Upcycling pretenden extenderse a otras ciudades.","Les formations Upcycling ont vocation à s’essaimer.","The project enables people in a situation of exclusion to acquire valuable and in-demand skills on the job market.","El proyecto permite a las personas en situación de exclusión adquirir competencias demandadas y valiosas en el mercado laboral.","Le projet permet aux personnes en situation d’exclusion d’acquérir des compétences recherchées et précieuses sur le marché de l’emploi.","Fashion Green Hub does not only provide training to the beneficiaries, it also fosters professional reintegration with their network’s companies’ support.","Fashion Green Hub no sólo proporciona formación a los beneficiarios, sino que también fomenta la reinserción profesional con el apoyo de las empresas de la red.","Fashion Green Hub ne se contente pas de fournir une formation aux bénéficiaires, ils profitent également d’un accompagnement vers la réinsertion professionnelle notamment dans les entreprises du réseau.","","","","poverty","education","economy","inequalities","cities","consumption","","","","","","","","","","",""
"60","Support indigenous peoples in their forests’ protection","True","True","Forests are one of the planet’s most important carbon reservoirs, home to a wide variety of species and provide a livelihood for many. However, in recent decades, global forest areas have sharply decreased- Together with local populations, this project aims to preserve Colombian forests in the long term.","Forests play a crucial role in regulating climate. They cover 31% of the Earth’s surface and are the planet’s second largest carbon sink.<br><br>Preserving existing forests is one of the best solutions to maintain carbon absorption and sequestration processes.<br><br>The project <b>follows a holistic approach</b> for lasting shifts towards sustainable economic practices and forest conservation and protection. The project focuses on reducing indigenous territories’ vulnerability working hand-in-hand with local communities by constantly informing and training them - therefore <b>improving living conditions and promoting sustainable economic growth</b>.<br><br>Together with local populations, project participants <b>protect the region from negative influences</b>. To do so, the project generates alternative income sources and provides health services and educational opportunities to the communities involved.<br><br>The project represents:<ul><li>1,150,200 hectares of protected tropical forests</li><li>3 622 000 tonnes of absorbed CO2 per year</li></ul>","NooS Global","carbon_offset","reforestation","","south_america","Colombia","4","-72","COL","tonnes of offset CO2 ","toneladas de CO2 compensadas","tonnes de CO2 compensées","per tonne of offset CO₂ ","por tonelada de CO₂2 compensada","par tonne de CO₂ compensée","1000","It involves local communities in the protection of the forests by encouraging territories’ autonomous management ","Involucrar a las comunidades locales en la protección de los bosques fomentando la gestión autónoma de los territorios","Il implique les communautés locales dans la protection des forêts en encourageant la gestion autonome des territoires","It contributes to the development and improvement of local communities’ living conditions","Contribuir al desarrollo y a la mejora de las condiciones de vida de las comunidades locales","Il contribue au développement et à l’amélioration des conditions de vie des communautés locales","It guarantees the long-term protection of Colombian rainforests","Garantizar la protección a largo plazo de los bosques tropicales colombianos","Il garantit la protection des forêts tropicales colombiennes à long terme","It takes a global view of the problem of deforestation","Adoptar una visión global del problema de la deforestación","Il adopte une vision globale du problème de la déforestation","It contributes to carbon offsetting, which is essential in the fight against climate change","Contribuir a la compensación de emisiones de carbono, que es esencial en la lucha contra el cambio climático","Il contribue à la compensation carbone, indispensable à la lutte contre le changement climatique","","","","poverty","inequalities","climate","land","","","","","","","","","","","","",""
"61","Clean solar energy for Namibia","True","True","Solar energy is emission-free. Produced from photovoltaic cells, it does not require using fossil fuels. Developing solar energy production is essential to limit global warming and secure energy supplies. This project develops solar plants near the town of Gobabis in Namibia.","Namibia imports more than 60% of its energy from the South African energy pool - which is mainly supplied by fossil-fuel power plants. To reduce this dependence, Omaheke’s carbon offset project near the town of Gobabis in Namibia uses the sun as an climate-friendly energy source: the solar plants built in 2017 include 18,560 PV solar modules and have a total capacity of 12.064 MW. As a result, 26,1 GWh of electricity are provided to the Namibian power grid annually. This sustainable energy production saves about 25,760 tonnes of CO2 emissions per year.<br><br>In addition to reducing emissions and improving Namibia’s energy self-sufficiency, the project is improving the local labor market. Since construction began, 30 jobs have been created, at least 8 of which will be dedicated to the long-term operation and maintenance of the plant.","NooS Global","carbon_offset","","","africa","Namibia","-22","17","NAM","tonnes of offset CO2","toneladas de CO2 compensadas","tonnes de CO2 compensées","per tonne of offset CO2","por tonelada de CO2 compensada","par tonne de CO₂ compensée","1000","This project is a step towards securing long-term energy supply","Este proyecto es un paso para asegurar el suministro de energía a largo plazo","Ce projet est un pas vers la sécurisation de l’approvisionnement énergétique à long terme","It contributes to the fight against global warming","Contribuye a la lucha contra el calentamiento global","Il contribue à la lutte contre le réchauffement climatique","It promotes Namibia's energy independence","Promueve la independencia energética de Namibia","Il encourage l’indépendance énergétique de la Namibie","Beyond its primary objective of carbon offsetting, it contributes to job creation in this poor region of Namibia","Más allá de su objetivo principal de compensación de carbono, contribuye a la creación de empleo en esta región pobre de Namibia","Au delà de son objectif premier de compensation carbone, il contribue à la création d’emploi dans cette région pauvre de Namibie","","","","","","","energy","economy","industry","climate","","","","","","","","","","","","",""
"25","Protect forests on the Brazilian Amazon estuary","True","True","Illegal deforestation is one of the major issues contributing to the destruction of forests, especially in Brazil. When trees are cut down, their stored carbon is released into the air as carbon dioxide, which contributes to global warming. This project aims at protecting Amazonian forests by creating alternative sources of income to local communities in order to disincentivize deforestation.","Protecting forests from deforestation is key when it comes to fighting climate change. Forests are not only among the planet's most important carbon reservoirs. They also are home to an enormous diversity of species and are the livelihood for all people. This biodiversity project is implemented in Pará, Brazil and it aims at protecting an area of more than 86,000 hectares of forest, while preventing deforestation. Together with the local population, project participants protect the area by creating alternative sources of income -for example by trading the açaí fruit- and educational opportunities. This project is certified by the Gold Standard VER carbon certification. Moreover, the project has a double impact: for each ton of  CO₂ compensated in Brazil, one tree will be planted in France. ","NooS Global","carbon_offset","reforestation","","south_america","Brazil","-10","-55","BRA","tons of  CO₂ offset","toneladas de  CO₂2 compensadas","tonnes de  CO₂ compensées","per ton of  CO₂ offset","por tonelada de  CO₂2 compensada","par tonne de  CO₂ compensé","1000","The project generates a multiple impact: it protects Brasilian forest, generates incomes for local populations and plants trees in France.","El proyecto genera un impacto múltiple: protege el bosque brasileño, genera ingresos para las poblaciones locales y planta árboles en Francia.","Le projet génère un impact multiple : il protège la forêt brésilienne, génère des revenus pour les populations locales et plante des arbres en France.","French forests are also affected by climate change (fires, drought, heat, etc.)","Los bosques franceses también se ven afectados por el cambio climático (incendios, sequías, calor, etc.)","Les forêts françaises sont également affectées par le changement climatique (incendies, sécheresse, chaleur, etc.)","An innovative idea to fight forests’ vulnerability by using nature’s own virtues to her own benefit.","Una idea innovadora para luchar contra la vulnerabilidad de los bosques utilizando las propias virtudes de la naturaleza en su beneficio.","Une idée innovante pour lutter contre la vulnérabilité des forêts en utilisant les vertus de la nature à son profit.","By supporting the local population in finding sustainable sources of income, the project prevents commercial deforestation. ","Al ayudar a las poblaciones locales a encontrar fuentes de ingresos sostenibles, el proyecto evita la deforestación comercial.","En aidant la population locale à trouver des sources de revenus durables, le projet empêche la déforestation commerciale.","By planting the right species, reforestation helps to make our forests more resilient to climate change.","Al plantar las especies adecuadas, la reforestación contribuye a que nuestros bosques sean más resistentes al cambio climático.","En plantant les bonnes espèces, le reboisement contribue à rendre nos forêts plus résistantes au changement climatique.","","","","poverty","education","cities","consumption","climate","land","","","","","","","","","","",""
